accession	virus_name	genus	family	source
MZ286055.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286056.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286057.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286058.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286060.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286061.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286062.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286063.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286064.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286065.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286067.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286068.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286069.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286070.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286071.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286072.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286074.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286076.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286081.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286082.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286083.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286084.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286085.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286086.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286087.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286088.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286089.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286090.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286091.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286092.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286093.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286094.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286095.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286096.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286097.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286098.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286099.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286100.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286101.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286102.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286105.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286106.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286107.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286109.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286110.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286111.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286112.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286113.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286114.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286115.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286116.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286117.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286118.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286122.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286124.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286127.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286128.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286130.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286133.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286134.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286136.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286137.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286138.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286140.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286141.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286142.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286143.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286144.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286147.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286148.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286149.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286150.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286151.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286152.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286153.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286154.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286156.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286157.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286158.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286159.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286160.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286161.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286163.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286164.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286165.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286168.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286170.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286171.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286172.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286173.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286175.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286176.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286177.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286180.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286181.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286182.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286183.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286184.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286185.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286186.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286187.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286188.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286190.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286191.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286192.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286193.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286194.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286195.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286196.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286197.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286198.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286199.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286200.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286201.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286202.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286203.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286205.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286206.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286207.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286209.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286214.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286215.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286217.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286218.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286219.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286220.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286221.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286222.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286223.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286224.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286225.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286226.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286228.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286229.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286230.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286231.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286233.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286234.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286236.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286237.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286238.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286239.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286240.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286241.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286242.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286243.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286244.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286245.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286246.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286247.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286248.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286249.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286250.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286252.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286253.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286254.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286255.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286256.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286257.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286258.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286259.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286260.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286262.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286263.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286264.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286265.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286266.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286267.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286268.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286269.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286270.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286271.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286272.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286273.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286274.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286275.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286276.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286277.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286278.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286279.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286280.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286281.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286282.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286284.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286285.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286286.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286288.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286289.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286290.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286291.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286292.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ825126.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574345.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OK574350.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574352.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574362.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574363.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574365.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574370.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574371.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574374.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OK574382.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OK574383.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574387.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574388.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574394.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574395.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574402.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574405.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574410.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574411.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574412.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574414.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574415.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574418.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574421.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574422.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574426.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574427.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574428.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574434.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574436.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574437.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574439.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OK574443.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OP549858.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
OP549859.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
OP549860.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
OP985293.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
OP985294.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
OQ283124.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
OR148953.1	Anellovirus D_HF6_322	Alphatorquevirus	Anelloviridae	clareaulab
OR148954.1	Anellovirus D_HF6_591	Betatorquevirus	Anelloviridae	clareaulab
OR148955.1	Anellovirus D_HF7_66	Alphatorquevirus	Anelloviridae	clareaulab
OR197588.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
OZ258610.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OZ258612.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258617.1	Alphatorquevirus homin13	Alphatorquevirus	Anelloviridae	clareaulab
OZ258620.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258626.1	Betatorquevirus homini38	Betatorquevirus	Anelloviridae	clareaulab
OZ258632.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258650.1	Betatorquevirus homini1	Betatorquevirus	Anelloviridae	clareaulab
OZ258652.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258660.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258664.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258670.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258672.1	Alphatorquevirus homin13	Alphatorquevirus	Anelloviridae	clareaulab
OZ258675.1	Alphatorquevirus homin20	Alphatorquevirus	Anelloviridae	clareaulab
OZ258684.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258692.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258693.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258697.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258698.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OZ258700.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258705.1	Gammatorquevirus sp.	Gammatorquevirus	Anelloviridae	clareaulab
OZ258712.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258713.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258714.1	Hetorquevirus hominid6	Hetorquevirus	Anelloviridae	clareaulab
OZ258715.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258716.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258719.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258721.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258723.1	Betatorquevirus homini36	Betatorquevirus	Anelloviridae	clareaulab
OZ258724.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258725.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258728.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258729.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258731.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258737.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258739.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258741.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258742.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258747.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258748.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258750.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258751.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258753.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258761.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258764.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258769.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258770.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258771.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258775.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258776.1	Anellovirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258777.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258778.1	Betatorquevirus homini15	Betatorquevirus	Anelloviridae	clareaulab
OZ258785.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258790.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258793.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258797.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258798.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258799.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258803.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
OZ258804.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258807.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258809.1	Betatorquevirus sp.	Betatorquevirus	Anelloviridae	clareaulab
OZ258816.1	Alphatorquevirus sp.	Alphatorquevirus	Anelloviridae	clareaulab
PP374828.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374829.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374830.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374831.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374832.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374834.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP374835.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
PP728776.1	Samektorquevirus hominid16	Samektorquevirus	Anelloviridae	clareaulab
PP728779.1	Samektorquevirus hominid17	Samektorquevirus	Anelloviridae	clareaulab
PP728781.1	Samektorquevirus hominid18	Samektorquevirus	Anelloviridae	clareaulab
PP728782.1	Memtorquevirus hominid14	Memtorquevirus	Anelloviridae	clareaulab
PQ438050.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
